,set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
266,723-2,Diesel Locomotive with DB sticker,1974,Trains,4.5/12V,Modern day,Normal,98,2,7,19,https://brickset.com/sets/723-2,https://images.brickset.com/sets/small/723-2.jpg,https://images.brickset.com/sets/images/723-2.jpg
267,725-2,Freight Train Set,1974,Trains,4.5/12V,Modern day,Normal,425,2,7,19,https://brickset.com/sets/725-2,https://images.brickset.com/sets/small/725-2.jpg,https://images.brickset.com/sets/images/725-2.jpg
268,741-1,Transformer 12V,1974,Trains,Supplemental / 12V,Modern day,Normal,1,2,7,19,https://brickset.com/sets/741-1,https://images.brickset.com/sets/small/741-1.jpg,https://images.brickset.com/sets/images/741-1.jpg
269,755-1,Left and Right Points,1974,Trains,Supplemental / 12V,Modern day,Normal,12,2,7,19,https://brickset.com/sets/755-1,https://images.brickset.com/sets/small/755-1.jpg,https://images.brickset.com/sets/images/755-1.jpg
270,756-1,Electric Crossing,1974,Trains,Supplemental / 12V,Modern day,Normal,5,2,7,19,https://brickset.com/sets/756-1,https://images.brickset.com/sets/small/756-1.jpg,https://images.brickset.com/sets/images/756-1.jpg
271,789-2,"Suitcase, red",1974,Gear,Storage,Miscellaneous,Gear,64,1,6,14,https://brickset.com/sets/789-2,https://images.brickset.com/sets/small/789-2.jpg,https://images.brickset.com/sets/images/789-2.jpg
272,790-1,"Suitcase, blue",1974,Gear,Storage,Miscellaneous,Gear,64,1,6,14,https://brickset.com/sets/790-1,Not Available,Not Available
273,810-3,Gear set,1974,Universal Building Set,Gears,Basic,Normal,114,3,6,19,https://brickset.com/sets/810-3,https://images.brickset.com/sets/small/810-3.jpg,https://images.brickset.com/sets/images/810-3.jpg
274,811-2,Gear set,1974,Universal Building Set,Gears,Basic,Normal,177,3,6,19,https://brickset.com/sets/811-2,https://images.brickset.com/sets/small/811-2.jpg,https://images.brickset.com/sets/images/811-2.jpg
275,812-1,Gear Set,1974,Universal Building Set,Gears,Basic,Normal,60,3,6,19,https://brickset.com/sets/812-1,https://images.brickset.com/sets/small/812-1.jpg,https://images.brickset.com/sets/images/812-1.jpg
276,813-2,Tractor,1974,Universal Building Set,Gears,Basic,Normal,100,3,6,19,https://brickset.com/sets/813-2,https://images.brickset.com/sets/small/813-2.jpg,https://images.brickset.com/sets/images/813-2.jpg
277,941-1,Black and Clear Bricks,1974,Basic,Supplementaries,Basic,Normal,48,1,3,4,https://brickset.com/sets/941-1,https://images.brickset.com/sets/small/941-1.jpg,https://images.brickset.com/sets/images/941-1.jpg
278,1552-2,Sterling Boeing 727,1974,LEGOLAND,Town,Vintage,Normal,49,2,6,19,https://brickset.com/sets/1552-2,https://images.brickset.com/sets/small/1552-2.jpg,https://images.brickset.com/sets/images/1552-2.jpg
279,1650-1,Maersk Line Container Ship,1974,LEGOLAND,Boats,Vintage,Normal,220,2,6,19,https://brickset.com/sets/1650-1,https://images.brickset.com/sets/small/1650-1.jpg,https://images.brickset.com/sets/images/1650-1.jpg
280,75-1,PreSchool Set,1975,PreSchool,N/A,Pre-school,Normal,16,1,6,19,https://brickset.com/sets/75-1,https://images.brickset.com/sets/small/75-1.jpg,https://images.brickset.com/sets/images/75-1.jpg
281,77-1,PreSchool Set,1975,PreSchool,N/A,Pre-school,Normal,20,1,6,19,https://brickset.com/sets/77-1,https://images.brickset.com/sets/small/77-1.jpg,https://images.brickset.com/sets/images/77-1.jpg
282,077-1,Pre-School Set,1975,Duplo,N/A,Pre-school,Normal,21,2,2,19,https://brickset.com/sets/077-1,https://images.brickset.com/sets/small/077-1.jpg,https://images.brickset.com/sets/images/077-1.jpg
283,78-1,PreSchool Set,1975,PreSchool,N/A,Pre-school,Normal,32,1,6,19,https://brickset.com/sets/78-1,Not Available,Not Available
284,78-3,Basic Set,1975,Samsonite,Basic set,Vintage,Normal,330,2,6,19,https://brickset.com/sets/78-3,Not Available,Not Available
285,133-1,Locomotive,1975,Trains,4.5/12V,Modern day,Normal,87,5,7,19,https://brickset.com/sets/133-1,https://images.brickset.com/sets/small/133-1.jpg,https://images.brickset.com/sets/images/133-1.jpg
286,134-1,Mobile Crane and Wagon,1975,Trains,4.5/12V,Modern day,Normal,86,5,7,19,https://brickset.com/sets/134-1,https://images.brickset.com/sets/small/134-1.jpg,https://images.brickset.com/sets/images/134-1.jpg
287,136-1,Tanker Wagon,1975,Trains,4.5/12V,Modern day,Normal,83,5,7,19,https://brickset.com/sets/136-1,https://images.brickset.com/sets/small/136-1.jpg,https://images.brickset.com/sets/images/136-1.jpg
288,137-2,Passenger Sleeping Car,1975,Trains,4.5/12V,Modern day,Normal,82,5,7,19,https://brickset.com/sets/137-2,https://images.brickset.com/sets/small/137-2.jpg,https://images.brickset.com/sets/images/137-2.jpg
289,148-1,Station,1975,Trains,4.5/12V,Modern day,Normal,293,5,7,19,https://brickset.com/sets/148-1,https://images.brickset.com/sets/small/148-1.jpg,https://images.brickset.com/sets/images/148-1.jpg
290,182-1,Train Set with Motor,1975,Trains,4.5/12V,Modern day,Normal,369,5,7,19,https://brickset.com/sets/182-1,https://images.brickset.com/sets/small/182-1.jpg,https://images.brickset.com/sets/images/182-1.jpg
291,190-1,Farm Set,1975,Building Set with People,N/A,Vintage,Normal,526,1,6,19,https://brickset.com/sets/190-1,https://images.brickset.com/sets/small/190-1.jpg,https://images.brickset.com/sets/images/190-1.jpg
292,195-1,Airplane,1975,Building Set with People,N/A,Vintage,Normal,89,1,6,19,https://brickset.com/sets/195-1,https://images.brickset.com/sets/small/195-1.jpg,https://images.brickset.com/sets/images/195-1.jpg
293,222-1,Building Ideas Book,1975,Books,LEGO,Miscellaneous,Book,1,1,6,18,https://brickset.com/sets/222-1,https://images.brickset.com/sets/small/222-1.jpg,https://images.brickset.com/sets/images/222-1.jpg
294,253-2,Helicopter and Pilot,1975,Building Set with People,N/A,Vintage,Normal,49,1,6,19,https://brickset.com/sets/253-2,https://images.brickset.com/sets/small/253-2.jpg,https://images.brickset.com/sets/images/253-2.jpg
295,254-1,Family,1975,Building Set with People,N/A,Vintage,Normal,103,1,6,19,https://brickset.com/sets/254-1,https://images.brickset.com/sets/small/254-1.jpg,https://images.brickset.com/sets/images/254-1.jpg
296,255-2,Farming Scene,1975,Building Set with People,N/A,Vintage,Normal,120,1,6,19,https://brickset.com/sets/255-2,https://images.brickset.com/sets/small/255-2.jpg,https://images.brickset.com/sets/images/255-2.jpg
297,362-1,Windmill,1975,LEGOLAND,Vehicle,Vintage,Normal,215,2,6,19,https://brickset.com/sets/362-1,https://images.brickset.com/sets/small/362-1.jpg,https://images.brickset.com/sets/images/362-1.jpg
298,363-1,Hospital,1975,LEGOLAND,Vehicle,Vintage,Normal,229,7,6,19,https://brickset.com/sets/363-1,https://images.brickset.com/sets/small/363-1.jpg,https://images.brickset.com/sets/images/363-1.jpg
299,364-1,Harbour,1975,LEGOLAND,Vehicle,Vintage,Normal,518,7,6,19,https://brickset.com/sets/364-1,https://images.brickset.com/sets/small/364-1.jpg,https://images.brickset.com/sets/images/364-1.jpg
300,365-1,Wild West,1975,LEGOLAND,Vehicle,Vintage,Normal,602,8,6,19,https://brickset.com/sets/365-1,https://images.brickset.com/sets/small/365-1.jpg,https://images.brickset.com/sets/images/365-1.jpg
301,367-1,Space Module with Astronauts,1975,LEGOLAND,Vehicle,Vintage,Normal,364,2,6,19,https://brickset.com/sets/367-1,https://images.brickset.com/sets/small/367-1.jpg,https://images.brickset.com/sets/images/367-1.jpg
302,390-2,1913 Cadillac,1975,Hobby Set,N/A,Vintage,Normal,200,2,6,19,https://brickset.com/sets/390-2,https://images.brickset.com/sets/small/390-2.jpg,https://images.brickset.com/sets/images/390-2.jpg
303,391-1,1926 Renault,1975,Hobby Set,N/A,Vintage,Normal,237,2,6,19,https://brickset.com/sets/391-1,https://images.brickset.com/sets/small/391-1.jpg,https://images.brickset.com/sets/images/391-1.jpg
304,392-1,Formula 1,1975,Hobby Set,N/A,Vintage,Normal,197,2,6,19,https://brickset.com/sets/392-1,https://images.brickset.com/sets/small/392-1.jpg,https://images.brickset.com/sets/images/392-1.jpg
305,430-1,Biplane,1975,LEGOLAND,Vehicle,Vintage,Normal,18,2,6,19,https://brickset.com/sets/430-1,https://images.brickset.com/sets/small/430-1.jpg,https://images.brickset.com/sets/images/430-1.jpg
306,480-1,Rescue Helicopter,1975,LEGOLAND,Vehicle,Vintage,Normal,62,2,6,19,https://brickset.com/sets/480-1,https://images.brickset.com/sets/small/480-1.jpg,https://images.brickset.com/sets/images/480-1.jpg
307,490-1,Mobile Crane,1975,LEGOLAND,Vehicle,Vintage,Normal,46,2,6,19,https://brickset.com/sets/490-1,https://images.brickset.com/sets/small/490-1.jpg,https://images.brickset.com/sets/images/490-1.jpg
308,516-1,Bricks and half bricks,1975,Duplo,N/A,Pre-school,Normal,20,2,2,19,https://brickset.com/sets/516-1,https://images.brickset.com/sets/small/516-1.jpg,https://images.brickset.com/sets/images/516-1.jpg
309,517-1,Bricks and half bricks and arches,1975,Duplo,N/A,Pre-school,Normal,121,2,2,19,https://brickset.com/sets/517-1,https://images.brickset.com/sets/small/517-1.jpg,https://images.brickset.com/sets/images/517-1.jpg
310,518-8,Bricks and half bricks and trolley,1975,Duplo,N/A,Pre-school,Normal,17,2,2,19,https://brickset.com/sets/518-8,https://images.brickset.com/sets/small/518-8.jpg,https://images.brickset.com/sets/images/518-8.jpg
311,519-8,Bricks and half bricks and arches and trolley,1975,Duplo,N/A,Pre-school,Normal,240,2,2,19,https://brickset.com/sets/519-8,https://images.brickset.com/sets/small/519-8.jpg,https://images.brickset.com/sets/images/519-8.jpg
312,520-9,Bricks and half bricks and two tolleys,1975,Duplo,N/A,Pre-school,Normal,168,2,2,19,https://brickset.com/sets/520-9,https://images.brickset.com/sets/small/520-9.jpg,https://images.brickset.com/sets/images/520-9.jpg
313,521-8,Bricks and half bricks all colours,1975,Duplo,N/A,Pre-school,Normal,640,2,2,19,https://brickset.com/sets/521-8,https://images.brickset.com/sets/small/521-8.jpg,https://images.brickset.com/sets/images/521-8.jpg
314,580-1,Brick Yard,1975,LEGOLAND,Vehicle,Vintage,Normal,216,2,6,19,https://brickset.com/sets/580-1,https://images.brickset.com/sets/small/580-1.jpg,https://images.brickset.com/sets/images/580-1.jpg
315,615-2,Forklift,1975,LEGOLAND,Vehicle,Vintage,Normal,21,1,6,19,https://brickset.com/sets/615-2,https://images.brickset.com/sets/small/615-2.jpg,https://images.brickset.com/sets/images/615-2.jpg
316,659-1,Police Patrol,1975,LEGOLAND,Vehicle,Vintage,Normal,49,2,6,19,https://brickset.com/sets/659-1,https://images.brickset.com/sets/small/659-1.jpg,https://images.brickset.com/sets/images/659-1.jpg
317,660-1,Air Transporter,1975,LEGOLAND,Vehicle,Vintage,Normal,39,2,6,19,https://brickset.com/sets/660-1,https://images.brickset.com/sets/small/660-1.jpg,https://images.brickset.com/sets/images/660-1.jpg
318,692-1,Road Repair Crew,1975,LEGOLAND,Vehicle,Vintage,Normal,57,2,6,19,https://brickset.com/sets/692-1,https://images.brickset.com/sets/small/692-1.jpg,https://images.brickset.com/sets/images/692-1.jpg
319,693-1,Fire engine with firemen,1975,LEGOLAND,Vehicle,Vintage,Normal,62,3,6,19,https://brickset.com/sets/693-1,https://images.brickset.com/sets/small/693-1.jpg,https://images.brickset.com/sets/images/693-1.jpg
320,694-1,Transport Truck,1975,LEGOLAND,Vehicle,Vintage,Normal,65,2,6,19,https://brickset.com/sets/694-1,https://images.brickset.com/sets/small/694-1.jpg,https://images.brickset.com/sets/images/694-1.jpg
321,760-2,London Bus,1975,LEGOLAND,Vehicle,Vintage,Normal,110,2,6,19,https://brickset.com/sets/760-2,https://images.brickset.com/sets/small/760-2.jpg,https://images.brickset.com/sets/images/760-2.jpg
322,814-2,Tractor,1975,Building Set with People,N/A,Vintage,Normal,93,1,6,19,https://brickset.com/sets/814-2,https://images.brickset.com/sets/small/814-2.jpg,https://images.brickset.com/sets/images/814-2.jpg
323,BB173-1,Holdall Storage Bag,1975,Gear,Storage,Miscellaneous,Gear,64,1,6,14,https://brickset.com/sets/BB173-1,Not Available,Not Available
324,SUPSET1-1,Super Set,1975,Universal Building Set,N/A,Basic,Other,175,3,6,19,https://brickset.com/sets/SUPSET1-1,Not Available,Not Available
325,10-2,"Basic Building Set, 3+",1976,Basic,Model,Basic,Normal,152,3,3,4,https://brickset.com/sets/10-2,https://images.brickset.com/sets/small/10-2.jpg,https://images.brickset.com/sets/images/10-2.jpg
326,20-1,"Basic Building Set, 3+",1976,Basic,Model,Basic,Normal,217,3,3,4,https://brickset.com/sets/20-1,https://images.brickset.com/sets/small/20-1.jpg,https://images.brickset.com/sets/images/20-1.jpg
327,30-1,"Basic Building Set, 3+",1976,Basic,Model,Basic,Normal,258,3,3,4,https://brickset.com/sets/30-1,https://images.brickset.com/sets/small/30-1.jpg,https://images.brickset.com/sets/images/30-1.jpg
328,40-1,"Basic Building Set, 3+",1976,Basic,Model,Basic,Normal,258,3,3,4,https://brickset.com/sets/40-1,https://images.brickset.com/sets/small/40-1.jpg,https://images.brickset.com/sets/images/40-1.jpg
329,50-1,"Basic Building Set, 3+",1976,Basic,Model,Basic,Normal,390,3,3,4,https://brickset.com/sets/50-1,https://images.brickset.com/sets/small/50-1.jpg,https://images.brickset.com/sets/images/50-1.jpg
330,55-1,Basic Set,1976,Samsonite,Basic set,Vintage,Normal,291,2,6,19,https://brickset.com/sets/55-1,https://images.brickset.com/sets/small/55-1.jpg,https://images.brickset.com/sets/images/55-1.jpg
331,74-1,PreSchool Set,1976,PreSchool,N/A,Pre-school,Normal,20,5,6,19,https://brickset.com/sets/74-1,https://images.brickset.com/sets/small/74-1.jpg,https://images.brickset.com/sets/images/74-1.jpg
332,080-3,Police Station,1976,PreSchool,N/A,Pre-school,Normal,28,4,6,19,https://brickset.com/sets/080-3,https://images.brickset.com/sets/small/080-3.jpg,https://images.brickset.com/sets/images/080-3.jpg
333,081-1,Train Station,1976,PreSchool,N/A,Pre-school,Normal,53,5,6,19,https://brickset.com/sets/081-1,Not Available,Not Available
334,082-1,LEGOVille,1976,PreSchool,N/A,Pre-school,Normal,66,7,6,19,https://brickset.com/sets/082-1,Not Available,Not Available
335,107-1,Universal Motor,1976,Basic,Supplementaries,Basic,Normal,137,3,3,4,https://brickset.com/sets/107-1,https://images.brickset.com/sets/small/107-1.jpg,https://images.brickset.com/sets/images/107-1.jpg
336,108-1,Battery box,1976,Basic,Model,Basic,Normal,1,3,3,4,https://brickset.com/sets/108-1,https://images.brickset.com/sets/small/108-1.jpg,https://images.brickset.com/sets/images/108-1.jpg
337,146-1,Level Crossing,1976,Trains,4.5/12V,Modern day,Normal,68,1,7,19,https://brickset.com/sets/146-1,https://images.brickset.com/sets/small/146-1.jpg,https://images.brickset.com/sets/images/146-1.jpg
338,147-1,Refrigerated Wagon,1976,Trains,4.5/12V,Modern day,Normal,115,2,7,19,https://brickset.com/sets/147-1,https://images.brickset.com/sets/small/147-1.jpg,https://images.brickset.com/sets/images/147-1.jpg
339,149-1,Fuel Refinery,1976,Trains,4.5/12V,Modern day,Normal,328,3,7,19,https://brickset.com/sets/149-1,https://images.brickset.com/sets/small/149-1.jpg,https://images.brickset.com/sets/images/149-1.jpg
340,156-2,Straight Track,1976,Trains,4.5/12V,Modern day,Normal,25,2,7,19,https://brickset.com/sets/156-2,https://images.brickset.com/sets/small/156-2.jpg,https://images.brickset.com/sets/images/156-2.jpg
341,157-1,Curved Track,1976,Trains,4.5/12V,Modern day,Normal,25,2,7,19,https://brickset.com/sets/157-1,https://images.brickset.com/sets/small/157-1.jpg,https://images.brickset.com/sets/images/157-1.jpg
342,159-1,Straight Track with Crossing,1976,Trains,4.5/12V,Modern day,Normal,25,2,7,19,https://brickset.com/sets/159-1,https://images.brickset.com/sets/small/159-1.jpg,https://images.brickset.com/sets/images/159-1.jpg
343,183-1,Train Set with Motor and Signal,1976,Trains,4.5/12V,Modern day,Normal,194,2,7,19,https://brickset.com/sets/183-1,https://images.brickset.com/sets/small/183-1.jpg,https://images.brickset.com/sets/images/183-1.jpg
344,194-1,Family,1976,Building Set with People,N/A,Vintage,Normal,94,1,6,19,https://brickset.com/sets/194-1,https://images.brickset.com/sets/small/194-1.jpg,https://images.brickset.com/sets/images/194-1.jpg
345,197-1,Farm Set,1976,Building Set with People,N/A,Vintage,Normal,120,1,6,19,https://brickset.com/sets/197-1,https://images.brickset.com/sets/small/197-1.jpg,https://images.brickset.com/sets/images/197-1.jpg
346,210-1,Cowboys,1976,Building Set with People,N/A,Vintage,Normal,39,1,6,19,https://brickset.com/sets/210-1,https://images.brickset.com/sets/small/210-1.jpg,https://images.brickset.com/sets/images/210-1.jpg
347,211-1,Mother and baby with dog,1976,Building Set with People,N/A,Vintage,Normal,46,1,6,19,https://brickset.com/sets/211-1,https://images.brickset.com/sets/small/211-1.jpg,https://images.brickset.com/sets/images/211-1.jpg
348,212-2,Scooter,1976,Building Set with People,N/A,Vintage,Normal,23,1,6,19,https://brickset.com/sets/212-2,https://images.brickset.com/sets/small/212-2.jpg,https://images.brickset.com/sets/images/212-2.jpg
349,256-1,Police Officers and Motorcycle,1976,Building Set with People,N/A,Vintage,Normal,86,1,6,19,https://brickset.com/sets/256-1,https://images.brickset.com/sets/small/256-1.jpg,https://images.brickset.com/sets/images/256-1.jpg
350,258-1,Zoo (with Baseboard),1976,Basic,Model,Basic,Normal,486,3,3,4,https://brickset.com/sets/258-1,https://images.brickset.com/sets/small/258-1.jpg,https://images.brickset.com/sets/images/258-1.jpg
351,314-1,Police Launch,1976,LEGOLAND,Boats,Vintage,Normal,53,2,6,19,https://brickset.com/sets/314-1,https://images.brickset.com/sets/small/314-1.jpg,https://images.brickset.com/sets/images/314-1.jpg
352,315-2,Container Ship,1976,LEGOLAND,Boats,Vintage,Normal,95,2,6,19,https://brickset.com/sets/315-2,https://images.brickset.com/sets/small/315-2.jpg,https://images.brickset.com/sets/images/315-2.jpg
353,368-1,Taxi Garage,1976,LEGOLAND,Boats,Vintage,Normal,156,2,6,19,https://brickset.com/sets/368-1,https://images.brickset.com/sets/small/368-1.jpg,https://images.brickset.com/sets/images/368-1.jpg
354,369-1,Coast Guard Station,1976,LEGOLAND,Building,Vintage,Normal,275,5,6,19,https://brickset.com/sets/369-1,https://images.brickset.com/sets/small/369-1.jpg,https://images.brickset.com/sets/images/369-1.jpg
355,370-1,Police Headquarters,1976,LEGOLAND,Building,Vintage,Normal,280,4,6,19,https://brickset.com/sets/370-1,https://images.brickset.com/sets/small/370-1.jpg,https://images.brickset.com/sets/images/370-1.jpg
356,385-1,Jeep with Steering,1976,LEGOLAND,Town,Vintage,Normal,57,2,6,19,https://brickset.com/sets/385-1,https://images.brickset.com/sets/small/385-1.jpg,https://images.brickset.com/sets/images/385-1.jpg
357,386-1,Air Ambulance,1976,LEGOLAND,Boats,Vintage,Normal,151,3,6,19,https://brickset.com/sets/386-1,https://images.brickset.com/sets/small/386-1.jpg,https://images.brickset.com/sets/images/386-1.jpg
358,387-1,Excavator and Dumper,1976,LEGOLAND,Boats,Vintage,Normal,159,2,6,19,https://brickset.com/sets/387-1,https://images.brickset.com/sets/small/387-1.jpg,https://images.brickset.com/sets/images/387-1.jpg
359,393-1,Norton Motorcycle,1976,Hobby Set,N/A,Vintage,Normal,133,2,6,19,https://brickset.com/sets/393-1,https://images.brickset.com/sets/small/393-1.jpg,https://images.brickset.com/sets/images/393-1.jpg
360,394-1,Harley-Davidson 1000cc,1976,Hobby Set,N/A,Vintage,Normal,143,2,6,19,https://brickset.com/sets/394-1,https://images.brickset.com/sets/small/394-1.jpg,https://images.brickset.com/sets/images/394-1.jpg
361,395-1,1909 Rolls-Royce,1976,Hobby Set,N/A,Vintage,Normal,281,2,6,19,https://brickset.com/sets/395-1,https://images.brickset.com/sets/small/395-1.jpg,https://images.brickset.com/sets/images/395-1.jpg
362,396-1,Thatcher Perkins Locomotive,1976,Hobby Set,N/A,Vintage,Normal,438,2,6,19,https://brickset.com/sets/396-1,https://images.brickset.com/sets/small/396-1.jpg,https://images.brickset.com/sets/images/396-1.jpg
363,425-1,Fork Lift,1976,LEGOLAND,Boats,Vintage,Normal,21,1,6,19,https://brickset.com/sets/425-1,https://images.brickset.com/sets/small/425-1.jpg,https://images.brickset.com/sets/images/425-1.jpg
364,435-1,Tipper Truck,1976,LEGOLAND,Boats,Vintage,Normal,17,2,6,19,https://brickset.com/sets/435-1,https://images.brickset.com/sets/small/435-1.jpg,https://images.brickset.com/sets/images/435-1.jpg
365,445-1,Police Units,1976,LEGOLAND,Boats,Vintage,Normal,39,2,6,19,https://brickset.com/sets/445-1,https://images.brickset.com/sets/small/445-1.jpg,https://images.brickset.com/sets/images/445-1.jpg
366,455-1,Learjet,1976,LEGOLAND,Boats,Vintage,Normal,46,2,6,19,https://brickset.com/sets/455-1,https://images.brickset.com/sets/small/455-1.jpg,https://images.brickset.com/sets/images/455-1.jpg
367,485-1,Fire Truck,1976,LEGOLAND,Boats,Vintage,Normal,72,3,6,19,https://brickset.com/sets/485-1,https://images.brickset.com/sets/small/485-1.jpg,https://images.brickset.com/sets/images/485-1.jpg
368,530-2,Puppy,1976,Duplo,N/A,Pre-school,Normal,9,2,2,19,https://brickset.com/sets/530-2,https://images.brickset.com/sets/small/530-2.jpg,https://images.brickset.com/sets/images/530-2.jpg
369,531-1,Elephants,1976,Duplo,N/A,Pre-school,Normal,20,2,2,19,https://brickset.com/sets/531-1,https://images.brickset.com/sets/small/531-1.jpg,https://images.brickset.com/sets/images/531-1.jpg
370,532-1,Pull-Along Ducks,1976,Duplo,N/A,Pre-school,Normal,19,2,2,19,https://brickset.com/sets/532-1,https://images.brickset.com/sets/small/532-1.jpg,https://images.brickset.com/sets/images/532-1.jpg
371,550-2,Windmill,1976,LEGOLAND,Boats,Vintage,Normal,210,2,6,19,https://brickset.com/sets/550-2,https://images.brickset.com/sets/small/550-2.jpg,https://images.brickset.com/sets/images/550-2.jpg
372,555-1,Hospital,1976,LEGOLAND,Boats,Vintage,Normal,202,7,6,19,https://brickset.com/sets/555-1,https://images.brickset.com/sets/small/555-1.jpg,https://images.brickset.com/sets/images/555-1.jpg
373,565-1,Moon Landing,1976,LEGOLAND,Boats,Vintage,Normal,364,2,6,19,https://brickset.com/sets/565-1,https://images.brickset.com/sets/small/565-1.jpg,https://images.brickset.com/sets/images/565-1.jpg
374,585-1,Police Headquarters,1976,LEGOLAND,Boats,Vintage,Normal,300,4,6,19,https://brickset.com/sets/585-1,https://images.brickset.com/sets/small/585-1.jpg,https://images.brickset.com/sets/images/585-1.jpg
375,616-1,Cargo Ship,1976,Basic,Model,Basic,Normal,31,3,3,4,https://brickset.com/sets/616-1,https://images.brickset.com/sets/small/616-1.jpg,https://images.brickset.com/sets/images/616-1.jpg
376,617-1,Cowboys,1976,LEGOLAND,Boats,Vintage,Normal,42,1,6,19,https://brickset.com/sets/617-1,https://images.brickset.com/sets/small/617-1.jpg,https://images.brickset.com/sets/images/617-1.jpg
377,661-1,Spirit of St. Louis,1976,LEGOLAND,Boats,Vintage,Normal,51,2,6,19,https://brickset.com/sets/661-1,https://images.brickset.com/sets/small/661-1.jpg,https://images.brickset.com/sets/images/661-1.jpg
378,662-1,Dump Truck,1976,LEGOLAND,Boats,Vintage,Normal,27,2,6,19,https://brickset.com/sets/662-1,https://images.brickset.com/sets/small/662-1.jpg,https://images.brickset.com/sets/images/662-1.jpg
379,695-1,Racing Car,1976,LEGOLAND,Boats,Vintage,Normal,67,2,6,19,https://brickset.com/sets/695-1,https://images.brickset.com/sets/small/695-1.jpg,https://images.brickset.com/sets/images/695-1.jpg
380,696-1,Bus Station,1976,LEGOLAND,Boats,Vintage,Normal,80,7,6,19,https://brickset.com/sets/696-1,https://images.brickset.com/sets/small/696-1.jpg,https://images.brickset.com/sets/images/696-1.jpg
381,697-1,Stage Coach,1976,LEGOLAND,Boats,Vintage,Normal,95,1,6,19,https://brickset.com/sets/697-1,https://images.brickset.com/sets/small/697-1.jpg,https://images.brickset.com/sets/images/697-1.jpg
382,726-1,Western Train,1976,Trains,4.5/12V,Modern day,Normal,291,2,7,19,https://brickset.com/sets/726-1,https://images.brickset.com/sets/small/726-1.jpg,https://images.brickset.com/sets/images/726-1.jpg
383,770-1,Rescue Set,1976,LEGOLAND,Boats,Vintage,Normal,151,3,6,19,https://brickset.com/sets/770-1,https://images.brickset.com/sets/small/770-1.jpg,https://images.brickset.com/sets/images/770-1.jpg
384,780-1,Road Construction Set,1976,LEGOLAND,Boats,Vintage,Normal,164,2,6,19,https://brickset.com/sets/780-1,https://images.brickset.com/sets/small/780-1.jpg,https://images.brickset.com/sets/images/780-1.jpg
385,901-1,Universal Motor Set,1976,Universal Building Set,N/A,Basic,Normal,31,3,6,19,https://brickset.com/sets/901-1,https://images.brickset.com/sets/small/901-1.jpg,https://images.brickset.com/sets/images/901-1.jpg
386,910-1,"Advanced Basic Set, 6+",1976,Basic,Model,Basic,Normal,283,3,3,4,https://brickset.com/sets/910-1,https://images.brickset.com/sets/small/910-1.jpg,https://images.brickset.com/sets/images/910-1.jpg
387,911-1,"Advanced Basic Set, 6+",1976,Basic,Model,Basic,Normal,401,4,3,4,https://brickset.com/sets/911-1,https://images.brickset.com/sets/small/911-1.jpg,https://images.brickset.com/sets/images/911-1.jpg
388,912-1,"Advanced Basic Set with Motor, 6+",1976,Basic,Model,Basic,Normal,471,3,3,4,https://brickset.com/sets/912-1,https://images.brickset.com/sets/small/912-1.jpg,https://images.brickset.com/sets/images/912-1.jpg
389,1011-1,LEGO Number/Symbol Blocks,1976,Dacta,Supplementary Set,Educational,Normal,100,6,9,14,https://brickset.com/sets/1011-1,https://images.brickset.com/sets/small/1011-1.jpg,https://images.brickset.com/sets/images/1011-1.jpg
390,1017-1,Letter Bricks for Wall Board,1976,Dacta,Supplementary Set,Educational,Normal,150,6,9,14,https://brickset.com/sets/1017-1,https://images.brickset.com/sets/small/1017-1.jpg,https://images.brickset.com/sets/images/1017-1.jpg
391,1045-2,Educational LEGO Building Set,1976,Dacta,Supplementary Set,Educational,Normal,683,6,9,14,https://brickset.com/sets/1045-2,Not Available,Not Available
392,1074-1,House Accessories,1976,Dacta,Supplementary Set,Educational,Normal,204,6,9,14,https://brickset.com/sets/1074-1,https://images.brickset.com/sets/small/1074-1.jpg,https://images.brickset.com/sets/images/1074-1.jpg
393,1077-1,Supplementary Set,1976,Dacta,Supplementary Set,Educational,Normal,198,6,9,14,https://brickset.com/sets/1077-1,https://images.brickset.com/sets/small/1077-1.jpg,https://images.brickset.com/sets/images/1077-1.jpg
394,1560-2,Lufthansa Boeing 727,1976,LEGOLAND,Boats,Vintage,Normal,26,2,6,19,https://brickset.com/sets/1560-2,https://images.brickset.com/sets/small/1560-2.jpg,https://images.brickset.com/sets/images/1560-2.jpg
395,1561-2,Airline Staff,1976,Building Set with People,N/A,Vintage,Normal,30,1,6,19,https://brickset.com/sets/1561-2,https://images.brickset.com/sets/small/1561-2.jpg,https://images.brickset.com/sets/images/1561-2.jpg
396,1562-3,Biplane,1976,LEGOLAND,Boats,Vintage,Normal,25,2,6,19,https://brickset.com/sets/1562-3,https://images.brickset.com/sets/small/1562-3.jpg,https://images.brickset.com/sets/images/1562-3.jpg
397,1601-1,Factory,1976,LEGOLAND,Boats,Vintage,Normal,194,2,6,19,https://brickset.com/sets/1601-1,https://images.brickset.com/sets/small/1601-1.jpg,https://images.brickset.com/sets/images/1601-1.jpg
